		
[	Seg=O	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
when	Seg=O	Seg=O
one	Seg=O	Seg=O
is	Seg=O	Seg=O
immersed	Seg=O	Seg=O
in	Seg=O	Seg=B-seg
a	Seg=O	Seg=O
foreign	Seg=O	Seg=O
language	Seg=O	Seg=B-seg
setting	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
then	Seg=O	Seg=B-seg
moves	Seg=O	Seg=O
away	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
19	Seg=O	Seg=O
]	Seg=O	Seg=B-seg
.	Seg=O	Seg=O
In	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
present	Seg=O	Seg=O
study	Seg=O	Seg=O
0	Seg=O	Seg=O
we	Seg=O	Seg=O
examine	Seg=O	Seg=O
the	Seg=O	Seg=O
outcomes	Seg=O	Seg=O
of	Seg=O	Seg=O
such	Seg=O	Seg=O
a	Seg=O	Seg=O
period	Seg=O	Seg=O
of	Seg=O	Seg=O
no	Seg=O	Seg=O
exposure	Seg=O	Seg=O
on	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
neurocognition	Seg=O	Seg=O
of	Seg=O	Seg=O
L2	Seg=O	Seg=O
grammar	Seg=O	Seg=O
:	Seg=O	Seg=O
that	Seg=B-seg	Seg=O
is	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
whether	Seg=O	Seg=O
a	Seg=O	Seg=O
substantial	Seg=O	Seg=O
period	Seg=O	Seg=O
of	Seg=O	Seg=O
no	Seg=O	Seg=O
exposure	Seg=O	Seg=O
leads	Seg=O	Seg=O
to	Seg=O	Seg=O
decreased	Seg=O	Seg=O
proficiency	Seg=O	Seg=O
and	Seg=O	Seg=O
/	Seg=O	Seg=O
or	Seg=O	Seg=O
less	Seg=O	Seg=O
native	Seg=O	Seg=O
-0	Seg=O	Seg=O
like	Seg=O	Seg=O
neural	Seg=O	Seg=B-seg
processes	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
“	Seg=O	Seg=O
use	Seg=O	Seg=B-seg
it	Seg=O	Seg=O
or	Seg=B-seg	Seg=O
lose	Seg=O	Seg=O
it	Seg=O	Seg=O
”	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
20	Seg=O	Seg=O
]	Seg=O	Seg=O
)	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
no	Seg=B-seg	Seg=O
such	Seg=O	Seg=O
changes	Seg=O	Seg=O
0	Seg=O	Seg=O
or	Seg=B-seg	Seg=O
perhaps	Seg=O	Seg=O
whether	Seg=O	Seg=O
even	Seg=O	Seg=O
higher	Seg=O	Seg=O
proficiency	Seg=O	Seg=O
and	Seg=O	Seg=O
/	Seg=O	Seg=O
or	Seg=O	Seg=O
more	Seg=O	Seg=O
native	Seg=O	Seg=O
-0	Seg=O	Seg=B-seg
like	Seg=O	Seg=O
processing	Seg=O	Seg=B-seg
may	Seg=O	Seg=O
be	Seg=O	Seg=O
observed	Seg=O	Seg=O
.	Seg=O	Seg=O
Additionally	Seg=B-seg	Seg=B-seg
0	Seg=O	Seg=B-seg
we	Seg=O	Seg=O
test	Seg=O	Seg=O
whether	Seg=O	Seg=O
any	Seg=O	Seg=O
such	Seg=O	Seg=O
outcomes	Seg=O	Seg=O
might	Seg=O	Seg=O
vary	Seg=O	Seg=O
as	Seg=O	Seg=O
a	Seg=O	Seg=O
function	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=O
type	Seg=O	Seg=O
of	Seg=O	Seg=O
L2	Seg=O	Seg=O
training	Seg=O	Seg=O
0	Seg=O	Seg=O
in	Seg=O	Seg=O
particular	Seg=O	Seg=O
between	Seg=O	Seg=O
classroom	Seg=O	Seg=O
-0	Seg=O	Seg=O
like	Seg=O	Seg=B-seg
and	Seg=O	Seg=O
immersion	Seg=O	Seg=B-seg
-0	Seg=O	Seg=B-seg
like	Seg=O	Seg=O
contexts	Seg=O	Seg=O
.	Seg=O	Seg=O
Previous	Seg=B-seg	Seg=O
Research	Seg=O	Seg=O
We	Seg=B-seg	Seg=O
are	Seg=O	Seg=B-seg
aware	Seg=O	Seg=O
of	Seg=O	Seg=O
six	Seg=O	Seg=O
studies	Seg=O	Seg=O
designed	Seg=B-seg	Seg=O
to	Seg=B-seg	Seg=O
investigate	Seg=O	Seg=O
the	Seg=O	Seg=O
effects	Seg=O	Seg=O
of	Seg=O	Seg=O
a	Seg=O	Seg=O
substantial	Seg=O	Seg=O
period	Seg=O	Seg=O
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
following	Seg=B-seg	Seg=B-seg
adult	Seg=O	Seg=O
L2	Seg=O	Seg=O
training	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=B-seg
0	Seg=O	Seg=B-seg
[	Seg=O	Seg=O
18	Seg=O	Seg=B-seg
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=B-seg
21	Seg=O	Seg=O
]	Seg=O	Seg=O
–	Seg=O	Seg=O
[	Seg=O	Seg=O
24	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
all	Seg=B-seg	Seg=O
of	Seg=O	Seg=O
which	Seg=O	Seg=O
were	Seg=O	Seg=O
restricted	Seg=O	Seg=O
to	Seg=O	Seg=O
the	Seg=O	Seg=O
examination	Seg=O	Seg=O
of	Seg=O	Seg=B-seg
behavioral	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
performance	Seg=O	Seg=B-seg
)	Seg=O	Seg=B-seg
outcomes	Seg=B-seg	Seg=O
.	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
Note	Seg=O	Seg=O
that	Seg=B-seg	Seg=O
we	Seg=O	Seg=O
do	Seg=O	Seg=O
not	Seg=O	Seg=O
consider	Seg=O	Seg=O
case	Seg=O	Seg=O
studies	Seg=O	Seg=O
0	Seg=O	Seg=O
purely	Seg=O	Seg=O
observational	Seg=O	Seg=O
data	Seg=O	Seg=O
0	Seg=O	Seg=O
or	Seg=O	Seg=O
research	Seg=O	Seg=O
on	Seg=O	Seg=O
L2s	Seg=O	Seg=O
acquired	Seg=B-seg	Seg=O
by	Seg=O	Seg=O
children	Seg=O	Seg=O
;	Seg=O	Seg=O
for	Seg=B-seg	Seg=O
a	Seg=O	Seg=O
comprehensive	Seg=O	Seg=O
review	Seg=O	Seg=O
0	Seg=O	Seg=B-seg
see	Seg=O	Seg=O
[	Seg=O	Seg=O
16	Seg=O	Seg=B-seg
]	Seg=O	Seg=O
)	Seg=O	Seg=O
.	Seg=O	Seg=O
The	Seg=B-seg	Seg=O
six	Seg=O	Seg=O
studies	Seg=O	Seg=O
tested	Seg=O	Seg=O
L2	Seg=O	Seg=O
learners	Seg=O	Seg=O
after	Seg=O	Seg=O
periods	Seg=O	Seg=O
of	Seg=O	Seg=O
1	Seg=O	Seg=O
month	Seg=O	Seg=O
to	Seg=O	Seg=O
50	Seg=O	Seg=O
years	Seg=O	Seg=O
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
L2	Seg=O	Seg=O
exposure	Seg=O	Seg=O
0	Seg=O	Seg=O
mainly	Seg=O	Seg=O
on	Seg=O	Seg=O
general	Seg=O	Seg=O
language	Seg=O	Seg=O
skills	Seg=O	Seg=O
[	Seg=B-seg	Seg=B-seg
17	Seg=O	Seg=B-seg
]	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
[	Seg=O	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
21	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
23	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
24	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
though	Seg=B-seg	Seg=O
also	Seg=O	Seg=B-seg
on	Seg=O	Seg=O
more	Seg=O	Seg=O
specific	Seg=O	Seg=O
paradigms	Seg=O	Seg=O
meant	Seg=B-seg	Seg=O
to	Seg=O	Seg=O
target	Seg=O	Seg=O
aspects	Seg=O	Seg=B-seg
of	Seg=O	Seg=O
grammatical	Seg=O	Seg=O
abilities	Seg=O	Seg=B-seg
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
18	Seg=O	Seg=B-seg
]	Seg=O	Seg=O
or	Seg=B-seg	Seg=B-seg
lexical	Seg=O	Seg=O
abilities	Seg=O	Seg=O
[	Seg=B-seg	Seg=B-seg
22	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
23	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
These	Seg=B-seg	Seg=O
language	Seg=O	Seg=O
measures	Seg=O	Seg=O
were	Seg=O	Seg=O
compared	Seg=O	Seg=O
in	Seg=O	Seg=O
most	Seg=O	Seg=O
studies	Seg=O	Seg=O
to	Seg=O	Seg=O
the	Seg=O	Seg=O
same	Seg=O	Seg=B-seg
measures	Seg=O	Seg=B-seg
in	Seg=O	Seg=O
a	Seg=O	Seg=O
different	Seg=O	Seg=O
set	Seg=O	Seg=O
of	Seg=O	Seg=O
subjects	Seg=O	Seg=O
who	Seg=B-seg	Seg=O
had	Seg=O	Seg=O
not	Seg=O	Seg=O
experienced	Seg=O	Seg=O
a	Seg=O	Seg=O
period	Seg=O	Seg=O
of	Seg=O	Seg=B-seg
limited	Seg=O	Seg=B-seg
exposure	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
18	Seg=O	Seg=B-seg
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
22	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
23	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
or	Seg=B-seg	Seg=O
to	Seg=O	Seg=O
retrospective	Seg=O	Seg=O
ratings	Seg=O	Seg=O
of	Seg=O	Seg=O
the	Seg=O	Seg=B-seg
same	Seg=O	Seg=O
subjects	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
21	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
with	Seg=B-seg	Seg=O
only	Seg=O	Seg=O
one	Seg=O	Seg=O
longitudinal	Seg=O	Seg=O
study	Seg=O	Seg=O
testing	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
same	Seg=O	Seg=O
subjects	Seg=O	Seg=O
before	Seg=O	Seg=O
and	Seg=O	Seg=O
after	Seg=O	Seg=O
a	Seg=O	Seg=O
period	Seg=O	Seg=B-seg
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
[	Seg=B-seg	Seg=B-seg
24	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
Across	Seg=B-seg	Seg=O
the	Seg=O	Seg=O
studies	Seg=O	Seg=O
0	Seg=O	Seg=O
the	Seg=O	Seg=O
periods	Seg=O	Seg=B-seg
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=B-seg
followed	Seg=O	Seg=O
either	Seg=O	Seg=O
classroom	Seg=O	Seg=O
training	Seg=O	Seg=B-seg
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=B-seg
[	Seg=O	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
22	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
24	Seg=O	Seg=O
]	Seg=O	Seg=O
or	Seg=B-seg	Seg=O
mixed	Seg=O	Seg=O
classroom	Seg=O	Seg=O
and	Seg=O	Seg=B-seg
immersion	Seg=O	Seg=O
training	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
21	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=B-seg
[	Seg=O	Seg=O
23	Seg=O	Seg=B-seg
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
24	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
The	Seg=B-seg	Seg=O
training	Seg=O	Seg=O
lasted	Seg=O	Seg=O
varying	Seg=O	Seg=O
lengths	Seg=O	Seg=O
of	Seg=O	Seg=O
time	Seg=O	Seg=O
0	Seg=O	Seg=O
apparently	Seg=O	Seg=O
usually	Seg=O	Seg=O
in	Seg=O	Seg=B-seg
the	Seg=O	Seg=O
range	Seg=O	Seg=O
of	Seg=O	Seg=O
a	Seg=O	Seg=O
few	Seg=O	Seg=O
years	Seg=O	Seg=O
0	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
resulted	Seg=O	Seg=O
in	Seg=O	Seg=O
seemingly	Seg=O	Seg=O
varying	Seg=O	Seg=B-seg
proficiency	Seg=O	Seg=O
levels	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
though	Seg=O	Seg=O
not	Seg=O	Seg=O
directly	Seg=O	Seg=O
measured	Seg=O	Seg=O
0	Seg=O	Seg=O
except	Seg=O	Seg=O
by	Seg=O	Seg=O
[	Seg=O	Seg=O
24	Seg=O	Seg=O
]	Seg=O	Seg=O
)	Seg=O	Seg=B-seg
prior	Seg=B-seg	Seg=O
to	Seg=O	Seg=O
the	Seg=O	Seg=O
period	Seg=O	Seg=O
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
.	Seg=O	Seg=O
Overall	Seg=B-seg	Seg=O
0	Seg=O	Seg=O
the	Seg=O	Seg=O
results	Seg=O	Seg=B-seg
of	Seg=O	Seg=O
the	Seg=O	Seg=O
six	Seg=O	Seg=O
studies	Seg=O	Seg=B-seg
have	Seg=O	Seg=O
been	Seg=O	Seg=O
taken	Seg=O	Seg=O
to	Seg=O	Seg=O
suggest	Seg=O	Seg=B-seg
the	Seg=O	Seg=O
following	Seg=O	Seg=O
.	Seg=O	Seg=O
A	Seg=B-seg	Seg=B-seg
period	Seg=O	Seg=O
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
generally	Seg=O	Seg=O
leads	Seg=O	Seg=O
to	Seg=O	Seg=O
attrition	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
loss	Seg=O	Seg=O
)	Seg=O	Seg=O
of	Seg=B-seg	Seg=O
L2	Seg=O	Seg=O
performance	Seg=O	Seg=O
or	Seg=O	Seg=B-seg
knowledge	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
[	Seg=O	Seg=O
21	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
23	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
Such	Seg=B-seg	Seg=O
loss	Seg=O	Seg=O
has	Seg=O	Seg=O
been	Seg=O	Seg=O
observed	Seg=O	Seg=O
after	Seg=O	Seg=O
as	Seg=O	Seg=O
little	Seg=O	Seg=O
as	Seg=O	Seg=O
a	Seg=O	Seg=O
few	Seg=O	Seg=O
months	Seg=O	Seg=O
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
0	Seg=O	Seg=O
e.g.	Seg=O	Seg=O
0	Seg=O	Seg=O
after	Seg=O	Seg=O
a	Seg=O	Seg=O
1	Seg=O	Seg=O
-0	Seg=O	Seg=O
7	Seg=O	Seg=O
month	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
23	Seg=O	Seg=O
]	Seg=O	Seg=O
or	Seg=B-seg	Seg=O
6	Seg=O	Seg=O
month	Seg=O	Seg=O
delay	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
21	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
as	Seg=B-seg	Seg=O
well	Seg=O	Seg=B-seg
as	Seg=O	Seg=O
after	Seg=O	Seg=O
2	Seg=O	Seg=O
years	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
though	Seg=B-seg	Seg=O
in	Seg=O	Seg=O
one	Seg=O	Seg=O
case	Seg=O	Seg=O
it	Seg=O	Seg=O
was	Seg=O	Seg=O
observed	Seg=O	Seg=O
only	Seg=O	Seg=O
by	Seg=O	Seg=O
3	Seg=O	Seg=O
-0	Seg=O	Seg=O
5	Seg=O	Seg=B-seg
years	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
and	Seg=O	Seg=O
not	Seg=O	Seg=O
earlier	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
Although	Seg=B-seg	Seg=B-seg
attrition	Seg=O	Seg=O
may	Seg=O	Seg=O
take	Seg=O	Seg=O
place	Seg=O	Seg=B-seg
within	Seg=O	Seg=B-seg
the	Seg=O	Seg=O
first	Seg=O	Seg=O
few	Seg=O	Seg=O
years	Seg=O	Seg=O
0	Seg=O	Seg=O
some	Seg=B-seg	Seg=O
studies	Seg=O	Seg=B-seg
suggest	Seg=O	Seg=O
that	Seg=B-seg	Seg=O
it	Seg=O	Seg=O
then	Seg=O	Seg=O
appears	Seg=O	Seg=O
to	Seg=O	Seg=O
level	Seg=O	Seg=O
off	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
with	Seg=B-seg	Seg=O
no	Seg=O	Seg=B-seg
further	Seg=O	Seg=B-seg
losses	Seg=O	Seg=O
occurring	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
Higher	Seg=B-seg	Seg=O
levels	Seg=O	Seg=O
of	Seg=O	Seg=O
proficiency	Seg=O	Seg=O
(	Seg=B-seg	Seg=O
or	Seg=O	Seg=O
exposure	Seg=O	Seg=B-seg
)	Seg=O	Seg=O
may	Seg=B-seg	Seg=O
be	Seg=O	Seg=O
associated	Seg=O	Seg=B-seg
with	Seg=O	Seg=O
less	Seg=O	Seg=O
attrition	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
17	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
21	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
[	Seg=O	Seg=O
23	Seg=O	Seg=B-seg
]	Seg=O	Seg=O
or	Seg=B-seg	Seg=B-seg
even	Seg=O	Seg=O
with	Seg=O	Seg=O
no	Seg=O	Seg=O
observed	Seg=O	Seg=O
losses	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
21	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
Moreover	Seg=B-seg	Seg=O
0	Seg=O	Seg=O
one	Seg=O	Seg=O
study	Seg=O	Seg=O
found	Seg=O	Seg=O
no	Seg=O	Seg=O
changes	Seg=O	Seg=O
at	Seg=O	Seg=O
all	Seg=O	Seg=O
in	Seg=O	Seg=O
performance	Seg=O	Seg=O
0	Seg=O	Seg=O
across	Seg=O	Seg=O
proficiency	Seg=O	Seg=B-seg
levels	Seg=O	Seg=O
0	Seg=O	Seg=O
after	Seg=O	Seg=B-seg
either	Seg=O	Seg=O
2	Seg=O	Seg=O
or	Seg=O	Seg=O
4	Seg=O	Seg=O
years	Seg=O	Seg=O
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
22	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
Finally	Seg=B-seg	Seg=O
0	Seg=O	Seg=O
in	Seg=O	Seg=O
some	Seg=O	Seg=O
cases	Seg=O	Seg=O
a	Seg=O	Seg=O
gain	Seg=O	Seg=O
in	Seg=O	Seg=O
performance	Seg=O	Seg=O
has	Seg=O	Seg=O
been	Seg=O	Seg=O
observed	Seg=O	Seg=O
:	Seg=O	Seg=O
after	Seg=B-seg	Seg=O
1.5	Seg=O	Seg=O
years	Seg=O	Seg=O
of	Seg=O	Seg=O
limited	Seg=O	Seg=O
exposure	Seg=O	Seg=O
in	Seg=O	Seg=O
one	Seg=O	Seg=O
study	Seg=O	Seg=O
0	Seg=O	Seg=O
particularly	Seg=O	Seg=O
for	Seg=O	Seg=O
L2	Seg=O	Seg=O
learners	Seg=O	Seg=O
with	Seg=O	Seg=O
immersion	Seg=O	Seg=O
as	Seg=O	Seg=O
well	Seg=O	Seg=O
as	Seg=O	Seg=O
classroom	Seg=O	Seg=O
training	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
24	Seg=O	Seg=O
]	Seg=O	Seg=O
0	Seg=O	Seg=O
and	Seg=B-seg	Seg=O
observed	_	Seg=O
in	Seg=O	Seg=O
another	Seg=O	Seg=O
study	Seg=O	Seg=O
after	Seg=O	Seg=O
2	Seg=O	Seg=O
years	Seg=O	Seg=B-seg
0	Seg=O	Seg=O
though	Seg=B-seg	Seg=B-seg
only	Seg=O	Seg=O
for	Seg=O	Seg=O
some	Seg=O	Seg=O
abilities	Seg=O	Seg=O
0	Seg=O	Seg=O
such	Seg=O	Seg=O
as	Seg=O	Seg=O
listening	Seg=O	Seg=O
and	Seg=O	Seg=O
reading	Seg=O	Seg=O
comprehension	Seg=O	Seg=O
[	Seg=B-seg	Seg=O
18	Seg=O	Seg=O
]	Seg=O	Seg=O
.	Seg=O	Seg=O
It	Seg=B-seg	Seg=O
remains	Seg=O	Seg=O
unclear	Seg=O	Seg=O
what	Seg=O	Seg=O
might	Seg=O	Seg=O
explain	Seg=O	Seg=O
such	Seg=O	Seg=O
gains	Seg=O	Seg=O
0	Seg=O	Seg=O
which	Seg=B-seg	Seg=O
have	Seg=O	Seg=O
been	Seg=O	Seg=O
